name,reviewer,no_stars,review_body,guide,no_reviews,review-date,url,timestamp
SARPI | Georgian-Turkish border - Google Maps,Nemanja Randelovic,4 stars,"Crossing the border was smooth, however, be careful with people selling compulsory insurance because they will try to scam you. If the price they tell you is higher than the price in the picture I posted continue for about 7 km after the border and buy your insurance at the compulsory insurance center.",,10 reviews · 1 photo,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURadWY2cDdnRRAB",2024-10-09T07:03:47Z
SARPI | Georgian-Turkish border - Google Maps,Raivat Patnana,1 star,"I was made to wait for an entire hour, standing in front of the immigration counter despite having all the necessary documents and even more. And the officers simply sat at their desks and were stamping through all the other passports I …. More",Local Guide · 68 reviews · 206 photos,Local Guide · 68 reviews · 206 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNoNVpXUjhnRRAB",2024-10-09T07:03:47Z
SARPI | Georgian-Turkish border - Google Maps,omar abood,3 stars,"It is good but need some improvement , advice is to take Georgian bolt taxi to borders then walk through passport control then take small bus to trabzon airport or center , it is only 160 Lira( less than 10 dollars) per person,  taxi is 100 dollars.",Local Guide · 111 reviews · 68 photos,Local Guide · 111 reviews · 68 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNKNDlXZ253RRAB",2024-10-09T07:03:47Z
SARPI | Georgian-Turkish border - Google Maps,Traveladvisorde,1 star,"Leaving Georgia is like a horror movie. I am an experienced traveller who has been to almost every country in Europe, but the way the Georgian immigration authorities treat people with ""exotic"" passports has baffled me. They check every …. More",Local Guide · 19 reviews · 2 photos,Local Guide · 19 reviews · 2 photos,2 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNPN3NyMGtBRRAB",2024-10-09T07:03:47Z
SARPI | Georgian-Turkish border - Google Maps,Ayla,1 star,"It is the worst border between two countries that I have seen in my life

nature is great, but there is a very bad border. Unorganized and without …. More",Local Guide · 74 reviews · 251 photos,Local Guide · 74 reviews · 251 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUN4bHIzaWpnRRAB",2024-10-09T07:03:47Z
SARPI | Georgian-Turkish border - Google Maps,Vitaly Zdanevich,1 star,"TaxFree queue is many hours long, no movement for the last 2 hours :(",Local Guide · 25 reviews · 77 photos,Local Guide · 25 reviews · 77 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNoXzgya1JBEAE",2024-10-09T07:03:48Z
SARPI | Georgian-Turkish border - Google Maps,Serhii Prokopenko,5 stars,"Beautiful nature around, was easy across the border by walk way. Easy public transportation. Food courts, interesting architecture",,20 reviews · 18 photos,10 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURGeDZlOXdRRRAB",2024-10-09T07:03:48Z
SARPI | Georgian-Turkish border - Google Maps,Marieke Hannen,1 star,Georgian was ok. Entering Turkey was terrible. 4 queues into 1 queue. Only 1 border patrol was open. Took 3 hours to cross.,Local Guide · 142 reviews · 22 photos,Local Guide · 142 reviews · 22 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUR4d1lyWTVBRRAB",2024-10-09T07:03:48Z
SARPI | Georgian-Turkish border - Google Maps,Ahmed Fadlalla,1 star,"DO NOT COME HERE IF YOU ARE BLACK.

Passing through with my family from Turkey to Georgia. Border police denied our …. More",,2 reviews,2 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUN1NjRUNTdBRRAB",2024-10-09T07:03:48Z
SARPI | Georgian-Turkish border - Google Maps,Giorgi Papashvili,4 stars,"Passing border is relatively easy and fast. Georgian side customs was tenfold faster than Turkish, but overall I went with motorcycle about in 1 hour, both checkpoints.",Local Guide · 120 reviews · 172 photos,Local Guide · 120 reviews · 172 photos,2 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNPeW9EZ1JBEAE",2024-10-09T07:03:48Z
SARPI | Georgian-Turkish border - Google Maps,Mikk Antsov,1 star,"The Georgian side has the most unprofessional borderguards I have ever seen and it was one of the most unpleasant exits from Georgia I have ever experienced. The Turkish side is one of the best borders, the contrast between the two sides is …. More",,3 reviews,3 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNhaDdYeFp3EAE",2024-10-09T07:03:49Z
SARPI | Georgian-Turkish border - Google Maps,CiPO (CiPO4U),2 stars,It’s just a border between two countries nothing amazing. The way toward this place from Batumi is amazing.,Local Guide · 119 reviews · 500 photos,Local Guide · 119 reviews · 500 photos,6 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURBNDZPRU5nEAE",2024-10-09T07:03:49Z
SARPI | Georgian-Turkish border - Google Maps,Adem Erdoğan,1 star,"Nothing to see in Batum, entirely disappointment. It doesnot worth to wait and bother in customs. And always you have to be careful about scammers.","Local Guide · 179 reviews · 3,874 photos","Local Guide · 179 reviews · 3,874 photos",a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURKcFktd2lnRRAB",2024-10-09T07:03:49Z
SARPI | Georgian-Turkish border - Google Maps,Michael Chow,4 stars,"Everything was smooth on my exit from Georgia. But time and again, immigration officers often mix my Hong Kong passport with the mainland Chinese one, especially when I cross international borders overland. I was held up over half an hour …. More",Local Guide · 47 reviews · 134 photos,Local Guide · 47 reviews · 134 photos,8 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUN3elp6Y2hBRRAB",2024-10-09T07:03:49Z
SARPI | Georgian-Turkish border - Google Maps,Emrah Can,3 stars,"Georgian Police is a bit impolite to get the people on line etc. Must visit the tourist information desk at the exit on the right to pick up free tourist map. If you have to exchange for Lari, do not exchange for more than 10-20 Lari …. More",Local Guide · 109 reviews · 23 photos,Local Guide · 109 reviews · 23 photos,6 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURRajg2ZkNREAE",2024-10-09T07:03:50Z
SARPI | Georgian-Turkish border - Google Maps,Tony G,3 stars,"Left Georgia and got to turkey from here, we took a taxi(bolt)  from batumi to the border , it was about 20 GEL, then walked into turkey on feet, after that we hopped on a bus to Trabzon, you need Turkish lira (cash) ,if you don't have, the …. More","Local Guide · 1,461 reviews · 11,863 photos","Local Guide · 1,461 reviews · 11,863 photos",2 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNHeGJmNGZnEAE",2024-10-09T07:03:50Z
SARPI | Georgian-Turkish border - Google Maps,Alberto Agosti,3 stars,"If you get there from Batumi by bus or taxi,you need 2 get off and walk yourself into T. It should not take more than an hour because it is always very crowded.Buses to the main turkish cities on the T side.",Local Guide · 507 reviews · 71 photos,Local Guide · 507 reviews · 71 photos,6 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUN3N3VuSjN3RRAB",2024-10-09T07:03:50Z
SARPI | Georgian-Turkish border - Google Maps,Herbert Roelandt,5 stars,"Crossed today from Turkey to Georgia. Took 30 minutes in total, including shift change at Georgia border post. All officers where very friendly and helpful at both sides",Local Guide · 425 reviews · 148 photos,Local Guide · 425 reviews · 148 photos,5 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUMwNnRYT25BRRAB",2024-10-09T07:03:50Z
SARPI | Georgian-Turkish border - Google Maps,Sadi Eninanch,5 stars,"We crossed from batumi to turkey trabzon city A developed and beautiful border gate turkey is more cheaper, more developed and more beautiful country, I would definitely recommend you to cross the border.",Local Guide · 197 reviews · 40 photos,Local Guide · 197 reviews · 40 photos,2 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNleFBIenpBRRAB",2024-10-09T07:03:50Z
SARPI | Georgian-Turkish border - Google Maps,HH H,2 stars,The Georgian border crossing into Turkey is unbearably crowded. We were going from Georgia to Turkey in August 2015. There was chaos in the departing building.,Local Guide · 555 reviews · 606 photos,Local Guide · 555 reviews · 606 photos,7 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNna0xXdG9nRRAB",2024-10-09T07:03:51Z
SARPI | Georgian-Turkish border - Google Maps,Andy Mancheff,5 stars,Georgian side is very quick and fast. The building is also beautiful.,,148 reviews,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURaX3Y3XzNnRRAB",2024-10-09T07:03:51Z
SARPI | Georgian-Turkish border - Google Maps,Linford Gore,1 star,"Uneducated people at the border that’s how they behaved towards people, disgusting people the most disrespectful manner, unethical behaviour low class people all of them at this point 🙌 …",Local Guide · 14 reviews · 4 photos,Local Guide · 14 reviews · 4 photos,8 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUROcHJ5MDBBRRAB",2024-10-09T07:03:51Z
SARPI | Georgian-Turkish border - Google Maps,Samim Kel,4 stars,Duty free shop is good.,Local Guide · 50 reviews · 31 photos,Local Guide · 50 reviews · 31 photos,5 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURqOG9IUzhnRRAB",2024-10-09T07:03:51Z
SARPI | Georgian-Turkish border - Google Maps,Jirawat Utama,4 stars,"On Georgian side, Marshrutka costs 1.5 GEL person to drop you off in Batumi
(Jan 2023)",Local Guide · 67 reviews · 41 photos,Local Guide · 67 reviews · 41 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURCeEpfQlVBEAE",2024-10-09T07:03:52Z
SARPI | Georgian-Turkish border - Google Maps,Юля Юля,1 star,TaxFree queue is very very very very slooooooooooiooiowwwwwww 😭 …,,,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNoXzVleGdBRRAB",2024-10-09T07:03:52Z
SARPI | Georgian-Turkish border - Google Maps,Dave Martin,5 stars,"They were real nice. I had a evisa and they got me right through. I was walking, once I got the ok there was a long path to get to the other side.",Local Guide · 280 reviews · 197 photos,Local Guide · 280 reviews · 197 photos,5 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNZNmFDZThnRRAB",2024-10-09T07:03:52Z
SARPI | Georgian-Turkish border - Google Maps,Dr. Sadra Daneshvar,2 stars,"Georgians are not good with iran citizenships , asking so many questions counting money of passenger , asking for travel insurance and hotel reservations only from iranis",Local Guide · 55 reviews · 93 photos,Local Guide · 55 reviews · 93 photos,5 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNVXzZMdzBBRRAB",2024-10-09T07:03:52Z
SARPI | Georgian-Turkish border - Google Maps,Nick P0q,1 star,Very slow crossing for both cars and people its also very dirty,,12 reviews · 6 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURabkpfbnZRRRAB",2024-10-09T07:03:52Z
SARPI | Georgian-Turkish border - Google Maps,T. Klvr,2 stars,"The place is run down, escalators are not working and most shops on the Georgian side sell trash food.",,67 reviews · 21 photos,2 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNPNGNxREFREAE",2024-10-09T07:03:53Z
